Agency,Agency_Type,Dist_Channel,Prod_Name,Claim,Duration,Destination,Net_Sales,Commission,Age
7,1,1,1,0,26,118,21,0,36
7,1,1,1,0,33,OTHERS,27,0,36
7,1,1,1,0,43,OTHERS,63,0,36
7,1,1,1,0,13,OTHERS,20,0,36
7,1,1,1,0,24,129,28,0,26
7,1,1,1,0,24,102,25,0,36
7,1,1,1,0,34,26,24,0,36
7,1,1,1,0,22,53,32,0,36
7,1,1,1,0,7,79,36,0,30
7,1,1,1,0,8,102,38,0,36
7,1,1,1,0,29,118,24,0,23
7,1,1,1,0,12,129,21,0,36
7,1,1,1,0,21,26,37,0,36
7,1,1,1,0,56,102,67,0,36
7,1,1,1,0,57,118,71,0,24
7,1,1,1,0,26,4,70,0,36
7,1,1,1,0,15,79,21,0,38
7,1,1,1,0,7,129,28,0,36
7,1,1,1,0,48,OTHERS,49,0,24
7,1,1,1,0,22,53,0,0,36
7,1,1,1,0,6,79,20,0,36
7,1,1,1,0,29,OTHERS,20,0,36
7,1,1,1,0,22,53,20,0,36
7,1,1,1,0,114,129,23,0,36
7,1,1,1,0,9,OTHERS,22,0,36
7,1,1,1,0,14,53,34,0,36
7,1,1,1,0,8,57,38,0,36
7,1,1,1,0,8,57,38,0,36
7,1,1,1,0,80,OTHERS,83,0,36
7,1,1,1,0,8,OTHERS,21,0,36
7,1,1,10,0,13,118,14,0,36
7,1,1,10,0,9,53,31,0,36
7,1,1,10,0,22,26,13,0,36
7,1,1,10,0,30,OTHERS,14,0,36
7,1,1,10,0,10,OTHERS,18,0,36
7,1,1,10,0,3,118,23,0,26
7,1,1,10,0,11,26,28,0,36
7,1,1,10,0,19,57,18,0,45
7,1,1,10,0,4,53,21,0,36
7,1,1,10,0,43,79,10,0,36
7,1,1,10,0,2,79,10,0,36
7,1,1,10,0,4,OTHERS,10,0,36
7,1,1,10,0,12,140,0,0,32
7,1,1,10,0,39,118,18,0,36
7,1,1,10,0,30,26,23,0,36
7,1,1,10,0,62,OTHERS,65,0,36
7,1,1,10,0,33,118,28,0,36
7,1,1,10,0,25,129,10,0,36
7,1,1,10,0,20,26,19,0,36
7,1,1,10,0,24,OTHERS,29,0,38
7,1,1,10,0,49,OTHERS,80,0,36
7,1,1,10,0,82,OTHERS,12,0,36
7,1,1,10,0,45,53,26,0,36
7,1,1,10,0,30,129,17,0,42
7,1,1,10,0,49,79,10,0,36
7,1,1,10,0,13,102,10,0,36
7,1,1,10,0,35,118,80,0,36
7,1,1,10,0,4,118,10,0,36
7,1,1,10,0,21,OTHERS,80,0,36
7,1,1,10,0,18,118,10,0,42
7,1,1,10,0,2,56,17,0,36
7,1,1,10,0,17,56,80,0,36
7,1,1,10,0,22,OTHERS,45,0,36
7,1,1,10,0,3,118,10,0,36
7,1,1,10,0,13,OTHERS,24,0,36
7,1,1,10,0,24,OTHERS,15,0,36
7,1,1,10,0,46,140,27,0,51
7,1,1,10,0,16,OTHERS,80,0,45
7,1,1,10,0,27,OTHERS,14,0,30
7,1,1,10,0,9,26,23,0,36
7,1,1,10,0,2,OTHERS,34,0,36
7,1,1,10,0,22,OTHERS,80,0,36
7,1,1,10,0,6,118,27,0,36
7,1,1,10,0,79,26,10,0,36
7,1,1,0,0,1,53,20,0,36
7,1,1,0,0,3,102,20,0,36
7,1,1,0,0,2,OTHERS,20,0,36
7,1,1,0,0,3,118,20,0,54
7,1,1,0,0,5,118,20,0,36
7,1,1,0,0,53,26,20,0,36
7,1,1,0,0,13,56,24,0,36
7,1,1,0,0,13,79,20,0,39
7,1,1,0,0,15,118,20,0,39
7,1,1,0,0,22,4,20,0,36
7,1,1,0,0,25,4,20,0,36
10,1,1,15,0,31,OTHERS,27,49.4,48
12,0,1,25,0,14,OTHERS,15,6,47
12,0,1,25,0,7,OTHERS,15,6,30
12,0,1,25,0,7,OTHERS,15,6,44
12,0,1,25,0,3,OTHERS,15,6,47
13,0,1,22,0,89,118,11.7,3.28,48
13,0,1,22,0,24,118,3.43,0.96,48
13,0,1,22,0,20,118,5.92,1.66,48
13,0,1,22,0,89,118,11.7,3.28,48
15,1,0,14,0,22,118,27,0,37
15,1,0,14,0,22,4,27,0,44
15,1,0,14,0,22,118,27,0,45
15,1,0,14,0,22,4,27,0,36
15,1,0,14,0,22,118,27,0,40
9,0,1,8,0,24,129,18,6.3,31
9,0,1,8,0,8,26,26,9.1,36
9,0,1,8,0,22,102,22,7.7,33
9,0,1,8,0,95,OTHERS,44,15.4,36
9,0,1,8,0,15,79,22,7.7,47
9,0,1,8,0,14,79,22,7.7,47
9,0,1,8,0,22,4,0,9.1,37
9,0,1,8,0,65,129,22,7.7,34
9,0,1,8,0,25,129,22,7.7,54
9,0,1,8,0,16,53,22,7.7,36
9,0,1,8,0,14,53,26,9.1,38
9,0,1,8,0,16,57,22,7.7,36
9,0,1,25,0,45,OTHERS,27,72.8,36
9,0,1,8,0,4,79,22,7.7,36
2,0,1,9,0,10,118,18,4.5,31
2,0,1,9,0,7,118,18,4.5,36
2,0,1,9,0,80,118,18,4.5,25
2,0,1,9,0,41,118,53.5,13.38,31
2,0,1,9,0,10,118,29.5,7.38,45
2,0,1,9,0,22,118,18,4.5,36
2,0,1,9,0,12,118,23.5,5.88,36
2,0,1,9,0,15,118,27,26.75,35
2,0,1,9,0,23,118,13.5,3.38,43
2,0,1,9,0,6,118,13.5,3.38,36
2,0,1,9,0,6,118,13.5,3.38,26
2,0,1,9,0,10,118,34,8.5,45
2,0,1,9,0,14,118,23,5.75,47
2,0,1,9,0,43,118,72,18,54
2,0,1,9,0,10,118,17,4.25,27
2,0,1,17,0,35,118,27,25.13,36
2,0,1,17,0,116,118,49.5,12.38,27
2,0,1,17,0,5,118,18.5,4.63,50
2,0,1,17,0,9,118,41.5,10.38,34
2,0,1,17,0,35,118,27,25.13,37
2,0,1,17,0,16,118,41.5,10.38,31
2,0,1,17,0,11,118,18.5,4.63,48
2,0,1,17,0,8,118,35.5,8.88,36
2,0,1,13,0,6,118,27,6.75,30
2,0,1,4,0,22,118,27,46.96,40
2,0,1,4,0,22,118,27,63.21,40
2,0,1,4,0,22,118,27,97.25,30
2,0,1,4,0,22,118,27,63.21,55
6,1,1,16,0,15,OTHERS,59.4,35.64,31
6,1,1,16,0,34,OTHERS,27,89.1,46
6,1,1,16,0,59,129,39.6,23.76,36
6,1,1,16,0,7,OTHERS,49.5,29.7,31
6,1,1,16,0,35,4,29.7,17.82,36
6,1,1,16,0,10,129,0,23.76,47
6,1,1,16,0,19,4,27,95.04,24
6,1,1,16,0,13,OTHERS,27,65.34,43
6,1,1,16,0,3,129,9.9,5.94,53
6,1,1,16,0,21,4,59.4,35.64,23
6,1,1,16,0,8,79,9.9,5.94,31
6,1,1,16,0,61,4,0,41.58,33
6,1,1,16,0,38,79,19.8,11.88,31
6,1,1,16,0,22,OTHERS,27,89.1,49
6,1,1,16,0,22,OTHERS,0,17.82,41
6,1,1,16,0,21,4,59.4,35.64,50
6,1,1,16,0,35,129,39.6,23.76,31
6,1,1,16,0,10,OTHERS,27,59.4,47
6,1,1,16,0,4,79,39.6,23.76,36
6,1,1,16,0,5,OTHERS,29.7,17.82,39
6,1,1,16,0,43,4,27,59.4,44
6,1,1,16,0,26,102,29.7,17.82,26
6,1,1,16,0,43,4,27,59.4,46
6,1,1,16,0,43,4,0,59.4,38
6,1,1,16,0,19,OTHERS,59.4,35.64,36
6,1,1,16,0,3,79,19.8,11.88,31
6,1,1,16,0,5,129,39.6,23.76,31
6,1,1,16,0,4,79,19.8,11.88,36
7,1,1,1,0,27,102,20,0,36
7,1,1,1,0,7,57,28,0,36
7,1,1,1,0,73,57,37,0,36
7,1,1,1,0,8,53,27,0,36
7,1,1,1,0,36,129,20,0,36
7,1,1,1,0,65,OTHERS,77,0,36
7,1,1,1,0,12,OTHERS,22,0,36
7,1,1,1,0,24,26,36,0,36
7,1,1,1,0,107,129,33,0,36
7,1,1,1,0,12,118,27,0,36
7,1,1,1,0,57,OTHERS,27,0,36
7,1,1,1,0,22,140,27,0,36
7,1,1,1,0,22,OTHERS,50,0,36
7,1,1,1,0,81,OTHERS,25,0,36
7,1,1,1,0,70,OTHERS,27,0,36
7,1,1,1,0,55,140,27,0,36
7,1,1,1,0,41,OTHERS,21,0,50
7,1,1,1,0,45,129,20,0,36
7,1,1,1,0,68,OTHERS,27,0,36
7,1,1,1,0,19,OTHERS,20,0,36
7,1,1,1,0,20,102,24,0,36
7,1,1,1,0,53,OTHERS,89,0,36
7,1,1,1,0,22,OTHERS,20,0,36
7,1,1,1,0,15,129,26,0,29
7,1,1,1,0,59,OTHERS,55,0,36
7,1,1,1,0,14,57,30,0,36
7,1,1,1,0,22,OTHERS,49,0,36
7,1,1,1,0,72,79,20,0,36
7,1,1,1,0,16,26,56,0,36
7,1,1,10,0,69,140,14,0,31
7,1,1,10,0,91,56,34,0,36
7,1,1,10,0,8,129,13,0,36
7,1,1,10,0,13,26,47,0,36
7,1,1,10,0,32,OTHERS,80,0,36
7,1,1,10,0,5,57,28,0,35
7,1,1,10,0,7,4,39,0,36
7,1,1,10,0,31,140,10,0,46
7,1,1,10,0,12,118,20,0,36
7,1,1,10,0,22,OTHERS,18,0,36
7,1,1,10,0,46,140,75,0,29
7,1,1,10,0,3,OTHERS,10,0,36
7,1,1,10,0,22,53,13,0,36
7,1,1,10,0,22,118,12,0,36
7,1,1,10,0,5,OTHERS,10,0,30
7,1,1,10,0,5,26,12,0,36
7,1,1,10,0,32,129,13,0,43
7,1,1,10,0,16,OTHERS,26,0,36
7,1,1,10,0,22,102,35,0,36
7,1,1,10,0,31,26,35,0,36
7,1,1,10,0,23,OTHERS,11,0,36
7,1,1,10,0,7,118,10,0,36
7,1,1,10,0,13,53,10,0,32
7,1,1,10,0,19,OTHERS,10,0,36
7,1,1,10,0,21,26,40,0,36
7,1,1,10,0,28,57,12,0,54
7,1,1,10,0,23,118,10,0,36
7,1,1,10,0,73,118,10,0,36
7,1,1,10,0,22,4,80,0,36
7,1,1,10,0,66,OTHERS,10,0,36
7,1,1,10,0,37,26,44,0,36
7,1,1,10,0,7,102,10,0,23
7,1,1,10,0,54,OTHERS,80,0,36
7,1,1,10,0,8,118,10,0,36
7,1,1,10,0,83,OTHERS,55,0,36
7,1,1,10,0,16,OTHERS,15,0,36
7,1,1,10,0,103,56,33,0,36
7,1,1,10,0,10,56,22,0,36
7,1,1,10,0,22,56,26,0,36
7,1,1,10,0,47,102,26,0,36
7,1,1,10,0,45,4,32,0,36
7,1,1,10,0,7,118,10,0,36
7,1,1,10,0,18,140,80,0,41
7,1,1,10,0,40,79,10,0,36
7,1,1,10,0,60,129,24,0,40
7,1,1,10,0,84,OTHERS,10,0,36
7,1,1,10,0,2,OTHERS,10,0,40
7,1,1,10,0,24,118,10,0,25
7,1,1,10,0,22,OTHERS,35,0,36
7,1,1,0,0,26,4,20,0,36
7,1,1,0,0,113,79,20,0,36
7,1,1,0,0,2,118,29,0,36
7,1,1,0,0,17,118,20,0,31
7,1,1,0,0,40,26,20,0,36
7,1,1,0,0,12,102,20,0,36
7,1,1,0,0,20,129,20,0,36
7,1,1,0,0,9,OTHERS,20,0,36
7,1,1,0,0,19,118,58,0,52
8,0,1,25,0,26,56,39,15.6,36
12,0,1,25,0,6,OTHERS,15,6,44
12,0,1,25,0,7,OTHERS,15,6,49
12,0,1,25,0,8,OTHERS,15,6,24
12,0,1,25,0,7,OTHERS,15,6,29
11,1,1,20,0,12,OTHERS,0,14.75,28
11,1,1,20,0,2,57,0,6.25,28
11,1,1,20,0,3,26,0,6.75,28
11,1,1,20,0,13,79,0,6.25,34
11,1,1,18,0,2,57,0,12.5,28
13,0,1,22,0,22,118,7.2,2.02,48
13,0,1,22,0,88,118,11.7,3.28,48
13,0,1,22,0,88,118,11.7,3.28,48
15,1,0,14,0,22,118,27,0,49
15,1,0,14,0,22,4,27,0,36
9,0,1,8,0,5,102,22,7.7,30
9,0,1,8,0,7,57,22,7.7,53
9,0,1,8,0,16,OTHERS,22,7.7,29
9,0,1,8,0,48,57,69,24.15,48
9,0,1,8,0,5,129,18,6.3,52
9,0,1,8,0,22,OTHERS,35,12.25,51
9,0,1,8,0,7,129,18,6.3,47
9,0,1,8,0,19,53,22,7.7,51
9,0,1,8,0,14,79,33,11.55,45
9,0,1,8,0,25,53,26,9.1,36
9,0,1,8,0,6,OTHERS,22,7.7,49
9,0,1,8,0,66,79,30,10.5,28
9,0,1,8,0,6,OTHERS,18,6.3,34
9,0,1,8,0,6,79,18,6.3,46
9,0,1,25,0,15,57,33,11.55,33
9,0,1,25,0,23,OTHERS,36,12.6,39
9,0,1,25,0,25,OTHERS,27,48.3,46
2,0,1,9,0,58,118,62,15.5,23
2,0,1,9,0,55,118,29.5,7.38,53
2,0,1,9,0,71,118,18,4.5,44
2,0,1,9,0,17,118,13.5,3.38,27
2,0,1,9,0,11,118,13.5,3.38,31
2,0,1,9,0,3,118,11.5,2.88,38
2,0,1,9,0,13,118,47,11.75,47
2,0,1,17,0,53,118,63.5,15.88,34
2,0,1,17,0,35,118,27,24.75,32
2,0,1,17,0,8,118,41.5,10.38,44
2,0,1,17,0,101,118,25,6.25,33
2,0,1,17,0,9,118,33.5,8.38,26
2,0,1,17,0,10,118,33.5,8.38,26
2,0,1,17,0,4,118,18.5,4.63,26
2,0,1,17,0,10,118,67,16.75,25
2,0,1,17,0,30,118,78.5,19.63,36
2,0,1,13,0,102,118,27,26,39
2,0,1,13,0,7,118,37.8,9.45,39
2,0,1,4,0,22,118,27,46.96,55
2,0,1,4,0,22,118,27,63.21,28
2,0,1,4,0,22,118,27,97.25,36
6,1,1,16,0,14,4,49.5,29.7,31
6,1,1,16,0,24,79,29.7,17.82,35
6,1,1,16,0,22,OTHERS,29.7,17.82,29
6,1,1,16,0,14,129,69.3,41.58,42
6,1,1,16,0,4,79,29.7,17.82,36
6,1,1,16,0,13,OTHERS,0,41.58,31
6,1,1,16,0,2,129,19.8,11.88,36
6,1,1,16,0,37,OTHERS,27,100.98,48
6,1,1,16,0,37,OTHERS,59.4,35.64,27
6,1,1,16,0,18,OTHERS,0,17.82,24
6,1,1,16,0,14,129,0,23.76,36
6,1,1,16,0,42,4,79.2,47.52,34
6,1,1,16,0,9,118,19.8,11.88,31
6,1,1,16,0,21,79,39.6,23.76,26
6,1,1,16,0,4,OTHERS,29.7,17.82,50
7,1,1,1,0,25,26,32,0,36
7,1,1,1,0,72,129,20,0,36
7,1,1,1,0,27,26,32,0,36
7,1,1,1,0,22,OTHERS,34,0,36
7,1,1,1,0,32,53,20,0,36
7,1,1,1,0,43,140,27,0,32
7,1,1,1,0,27,26,36,0,36
7,1,1,1,0,25,26,36,0,36
7,1,1,1,0,8,79,20,0,36
7,1,1,1,0,8,102,37,0,36
7,1,1,1,0,103,OTHERS,65,0,36
7,1,1,1,0,23,129,20,0,36
7,1,1,1,0,33,OTHERS,57,0,33
7,1,1,1,0,10,OTHERS,39,0,28
7,1,1,1,0,22,OTHERS,20,0,36
7,1,1,1,0,36,OTHERS,0,0,36
7,1,1,1,0,44,140,27,0,36
7,1,1,1,0,19,OTHERS,27,0,36
7,1,1,1,0,25,140,27,0,36
7,1,1,1,0,92,OTHERS,91,0,36
7,1,1,1,0,57,OTHERS,73,0,36
7,1,1,1,0,37,129,21,0,36
7,1,1,1,0,56,OTHERS,26,0,36
7,1,1,1,0,101,79,20,0,36
7,1,1,1,0,22,4,37,0,24
7,1,1,1,0,66,OTHERS,27,0,36
7,1,1,1,0,34,57,20,0,36
7,1,1,1,0,24,26,32,0,36
7,1,1,1,0,9,129,22,0,52
7,1,1,1,0,78,53,20,0,36
7,1,1,1,0,36,102,46,0,37
7,1,1,1,0,36,129,29,0,36
7,1,1,1,0,64,OTHERS,27,0,36
7,1,1,1,0,37,53,26,0,36
7,1,1,10,0,37,OTHERS,50,0,36
7,1,1,10,0,47,118,56,0,36
7,1,1,10,0,84,56,32,0,36
7,1,1,10,0,37,OTHERS,50,0,36
7,1,1,10,0,30,57,10,0,39
7,1,1,10,0,7,26,58,0,36
7,1,1,10,0,22,OTHERS,48,0,36
7,1,1,10,0,4,26,10,0,46
7,1,1,10,0,32,79,10,0,36
7,1,1,10,0,22,OTHERS,0,0,36
7,1,1,10,0,22,OTHERS,0,0,36
7,1,1,10,0,26,OTHERS,26,0,32
7,1,1,10,0,31,140,80,0,46
7,1,1,10,0,7,118,80,0,36
7,1,1,10,0,20,53,16,0,36
7,1,1,10,0,6,129,13,0,36
7,1,1,10,0,10,79,10,0,31
7,1,1,10,0,9,OTHERS,26,0,36
7,1,1,10,0,12,26,25,0,36
7,1,1,10,0,16,OTHERS,44,0,36
7,1,1,10,0,13,OTHERS,80,0,36
7,1,1,10,0,45,118,10,0,36
7,1,1,10,0,66,26,19,0,36
7,1,1,10,0,10,OTHERS,37,0,36
7,1,1,10,0,27,118,13,0,36
7,1,1,10,0,23,102,10,0,36
7,1,1,10,0,33,56,0,0,36
7,1,1,10,0,33,OTHERS,0,0,36
7,1,1,10,0,19,129,19,0,51
7,1,1,10,0,37,OTHERS,10,0,36
7,1,1,10,0,16,26,10,0,36
7,1,1,10,0,78,56,24,0,36
7,1,1,10,0,19,53,18,0,36
7,1,1,10,0,3,118,10,0,36
7,1,1,10,0,4,118,10,0,32
7,1,1,10,0,37,OTHERS,51,0,36
7,1,1,10,0,76,79,10,0,36
7,1,1,10,0,50,OTHERS,62,0,36
7,1,1,10,0,79,102,11,0,36
7,1,1,10,0,50,OTHERS,62,0,36
7,1,1,10,0,49,118,10,0,46
7,1,1,10,0,4,79,11,0,36
7,1,1,10,0,2,57,14,0,36
7,1,1,0,0,2,118,54,0,36
7,1,1,0,0,6,OTHERS,20,0,36
7,1,1,0,0,2,118,20,0,36
7,1,1,0,0,51,26,31,0,36
7,1,1,0,0,19,OTHERS,20,0,36
7,1,1,0,0,3,79,20,0,36
10,1,1,25,0,12,57,28,10.64,48
12,0,1,25,0,19,OTHERS,15,6,54
13,0,1,22,0,22,118,1.99,0.56,48
13,0,1,22,0,22,118,12.35,3.46,48
13,0,1,22,0,103,118,10.89,3.05,48
13,0,1,22,0,0,118,1.03,0.29,48
13,0,1,22,0,21,118,0.71,0.2,48
13,0,1,22,0,21,118,0.71,0.2,48
13,0,1,22,0,21,118,1.35,0.38,48
15,1,0,14,0,22,118,27,0,33
15,1,0,14,0,22,4,27,0,36
15,1,0,21,0,22,4,86,0,36
9,0,1,8,0,5,129,22,7.7,45
9,0,1,8,0,39,53,35,12.25,33
9,0,1,8,0,4,129,18,6.3,36
9,0,1,8,0,22,102,37,12.95,35
9,0,1,8,0,11,26,26,9.1,46
9,0,1,8,0,39,OTHERS,30,10.5,36
9,0,1,8,0,34,26,26,9.1,43
9,0,1,8,0,4,79,18,6.3,36
9,0,1,8,0,7,79,22,7.7,38
9,0,1,8,0,95,26,35,12.25,34
9,0,1,8,0,2,57,18,6.3,24
9,0,1,25,0,9,26,58,20.3,54
9,0,1,25,0,52,140,96,33.6,53
7,1,0,1,0,45,79,20,0,23
3,1,0,12,0,22,79,29,9.57,29
2,0,1,9,0,45,118,61.5,15.38,36
2,0,1,9,0,39,118,53.5,13.38,26
2,0,1,9,0,24,118,17,4.25,33
2,0,1,9,0,30,118,50.5,12.63,26
2,0,1,9,0,36,118,53.5,13.38,30
2,0,1,9,0,36,118,53.5,13.38,28
2,0,1,9,0,63,118,47,11.75,28
2,0,1,9,0,106,118,0,8.88,51
2,0,1,9,0,8,118,23.5,5.88,35
2,0,1,9,0,35,118,29.5,7.38,28
2,0,1,9,0,6,118,18,4.5,30
2,0,1,9,0,32,118,13.5,3.38,26
2,0,1,9,0,6,118,18,4.5,24
2,0,1,9,0,12,118,47,11.75,31
2,0,1,17,0,31,118,27,25.13,41
2,0,1,17,0,49,118,63.5,15.88,27
2,0,1,17,0,5,118,18.5,4.63,36
2,0,1,17,0,30,118,49,12.25,43
2,0,1,17,0,10,118,67,16.75,40
2,0,1,17,0,22,118,72,18,29
2,0,1,13,0,32,118,27,35.63,41
2,0,1,4,0,22,118,27,63.21,30
2,0,1,4,0,22,118,27,46.96,36
2,0,1,4,0,22,118,27,63.21,31
6,1,1,16,0,28,OTHERS,0,11.88,55
6,1,1,16,0,4,79,19.8,11.88,48
6,1,1,16,0,7,79,29.7,17.82,30
6,1,1,16,0,22,129,39.6,23.76,46
6,1,1,16,0,22,129,39.6,23.76,46
6,1,1,16,0,22,4,49.5,29.7,26
6,1,1,16,0,37,79,29.7,17.82,36
6,1,1,16,0,60,OTHERS,29.7,17.82,28
6,1,1,16,0,9,79,39.6,23.76,33
6,1,1,16,0,63,129,29.7,17.82,31
6,1,1,16,0,36,OTHERS,29.7,17.82,36
6,1,1,16,0,22,OTHERS,29.7,17.82,31
6,1,1,16,0,8,129,29.7,17.82,33
6,1,1,16,0,27,OTHERS,79.2,47.52,37
6,1,1,16,0,32,OTHERS,59.4,35.64,27
6,1,1,16,0,42,OTHERS,69.3,41.58,34
6,1,1,16,0,57,79,29.7,17.82,33
6,1,1,16,0,57,79,29.7,17.82,34
6,1,1,16,0,22,129,59.4,35.64,39
6,1,1,16,0,22,129,39.6,23.76,25
6,1,1,16,0,35,4,0,17.82,35
6,1,1,16,0,29,129,0,23.76,24
6,1,1,16,0,107,OTHERS,59.4,35.64,47
6,1,1,16,0,16,79,39.6,23.76,35
6,1,1,16,0,22,OTHERS,0,11.88,31
6,1,1,16,0,8,79,39.6,23.76,28
6,1,1,16,0,9,129,39.6,23.76,32
7,1,1,1,0,119,129,24,0,36
7,1,1,1,0,13,26,56,0,44
7,1,1,1,0,26,53,28,0,36
7,1,1,1,0,22,79,20,0,36
7,1,1,1,0,112,79,20,0,36
7,1,1,1,0,41,79,20,0,36
7,1,1,1,0,27,140,29,0,29
7,1,1,1,0,14,OTHERS,30,0,36
7,1,1,1,0,32,4,57,0,36
7,1,1,1,0,36,102,0,0,36
7,1,1,1,0,4,79,20,0,36
7,1,1,1,0,35,129,22,0,36
7,1,1,1,0,3,79,20,0,46
7,1,1,1,0,43,OTHERS,87,0,36
7,1,1,1,0,10,53,26,0,36
7,1,1,1,0,12,57,26,0,36
7,1,1,1,0,32,53,30,0,36
7,1,1,1,0,10,53,28,0,36
7,1,1,1,0,16,140,27,0,47
7,1,1,1,0,46,79,20,0,36
7,1,1,1,0,7,79,20,0,36
7,1,1,1,0,6,79,43,0,36
7,1,1,1,0,8,129,42,0,46
7,1,1,1,0,7,129,21,0,36
7,1,1,1,0,18,OTHERS,81,0,36
7,1,1,1,0,25,129,20,0,36
7,1,1,1,0,9,57,76,0,36
7,1,1,1,0,36,102,59,0,36
7,1,1,10,0,8,OTHERS,10,0,36
7,1,1,10,0,1,OTHERS,10,0,36
7,1,1,10,0,32,56,0,0,36
7,1,1,10,0,32,OTHERS,0,0,36
7,1,1,10,0,92,129,16,0,36
7,1,1,10,0,55,OTHERS,24,0,36
7,1,1,10,0,73,56,24,0,36
7,1,1,10,0,64,129,10,0,36
7,1,1,10,0,21,56,22,0,36
7,1,1,10,0,22,118,50,0,36
7,1,1,10,0,8,56,23,0,36
7,1,1,10,0,7,26,29,0,36
7,1,1,10,0,26,118,10,0,29
7,1,1,10,0,6,118,10,0,36
7,1,1,10,0,4,57,12,0,36
7,1,1,10,0,10,79,12,0,36
7,1,1,10,0,79,57,10,0,36
7,1,1,10,0,22,OTHERS,75,0,36
7,1,1,10,0,22,118,23,0,36
7,1,1,10,0,7,OTHERS,14,0,36
7,1,1,10,0,11,4,55,0,36
7,1,1,10,0,35,118,17,0,36
7,1,1,10,0,9,53,69,0,36
7,1,1,10,0,7,OTHERS,80,0,36
7,1,1,10,0,21,OTHERS,21,0,36
7,1,1,10,0,30,79,10,0,36
7,1,1,10,0,23,OTHERS,80,0,36
7,1,1,10,0,9,53,18,0,36
7,1,1,10,0,42,OTHERS,27,0,30
7,1,1,10,0,7,118,27,0,36
7,1,1,10,0,21,57,17,0,34
7,1,1,10,0,45,129,20,0,28
7,1,1,10,0,4,118,10,0,36
7,1,1,10,0,7,79,25,0,47
7,1,1,10,0,61,OTHERS,38,0,36
7,1,1,10,0,22,118,10,0,36
7,1,1,10,0,6,79,10,0,36
7,1,1,10,0,14,140,10,0,32
7,1,1,10,0,40,140,20,0,47
7,1,1,10,0,40,140,65,0,36
7,1,1,10,0,22,79,12,0,36
7,1,1,10,0,57,56,19,0,36
7,1,1,10,0,12,118,40,0,36
7,1,1,10,0,22,26,28,0,36
7,1,1,0,0,3,118,20,0,36
7,1,1,0,0,16,26,39,0,36
8,0,1,25,0,2,56,31,12.4,36
13,0,1,22,0,83,118,2.38,0.67,48
15,1,0,14,0,22,118,27,0,51
15,1,0,14,0,22,118,27,0,31
15,1,0,14,0,22,118,27,0,30
15,1,0,14,0,22,118,27,0,36
15,1,0,21,0,22,118,86,0,50
9,0,1,8,0,48,102,37,12.95,34
9,0,1,8,0,22,129,18,6.3,48
9,0,1,8,0,12,53,26,9.1,36
9,0,1,8,0,5,129,22,7.7,36
9,0,1,8,0,22,129,22,7.7,44
9,0,1,8,0,3,129,18,6.3,40
9,0,1,8,0,22,OTHERS,26,9.1,38
9,0,1,8,0,13,26,40,14,48
9,0,1,8,0,12,56,35,12.25,36
9,0,1,8,0,2,OTHERS,18,6.3,30
7,1,0,1,0,33,OTHERS,81,0,47
2,0,1,9,0,13,118,13.5,3.38,45
2,0,1,9,0,5,118,18,4.5,32
2,0,1,9,0,14,118,13.5,3.38,43
2,0,1,9,0,55,118,62,15.5,38
2,0,1,9,0,6,118,11.5,2.88,29
2,0,1,9,0,25,118,44.5,11.13,36
2,0,1,9,0,52,118,27,28.25,32
2,0,1,9,0,109,118,29.5,7.38,30
2,0,1,9,0,13,118,23,5.75,23
2,0,1,9,0,57,118,77,19.25,55
2,0,1,9,0,30,118,53.5,13.38,28
2,0,1,9,0,30,118,40.5,10.13,25
2,0,1,9,0,4,118,13.5,3.38,31
2,0,1,9,0,10,118,29.5,7.38,36
2,0,1,9,0,30,118,13.5,3.38,29
2,0,1,9,0,7,118,18,4.5,36
2,0,1,9,0,21,118,34.5,8.63,35
2,0,1,9,0,5,118,28.5,7.13,36
2,0,1,9,0,28,118,40.5,10.13,28
2,0,1,9,0,36,118,34.5,8.63,24
2,0,1,9,0,5,118,18,4.5,44
2,0,1,9,0,11,118,29.5,7.38,26
2,0,1,9,0,18,118,29.5,7.38,39
2,0,1,9,0,34,118,53.5,13.38,36
2,0,1,9,0,5,118,13.5,3.38,24
2,0,1,17,0,34,118,78.5,19.63,33
2,0,1,17,0,3,118,15,3.75,44
2,0,1,17,0,21,118,63.5,15.88,37
2,0,1,17,0,26,118,72,18,32
2,0,1,17,0,7,118,24.5,6.13,38
2,0,1,17,0,14,118,18.5,4.63,35
2,0,1,17,0,11,118,54.5,13.63,29
2,0,1,17,0,13,118,42,10.5,48
2,0,1,17,0,20,118,40.5,10.13,35
2,0,1,17,0,14,118,18.5,4.63,50
2,0,1,17,0,22,118,27,29.13,35
2,0,1,17,0,6,118,15,3.75,47
2,0,1,17,0,4,118,18.5,4.63,32
2,0,1,17,0,15,118,63.5,15.88,30
2,0,1,17,0,36,118,63.5,15.88,40
2,0,1,13,0,19,118,51,12.75,32
2,0,1,13,0,5,118,35.5,8.88,25
2,0,1,13,0,22,118,27,51.75,54
2,0,1,13,0,7,118,27,6.75,28
2,0,1,13,0,70,118,27,57.13,36
2,0,1,4,0,22,118,27,63.21,42
6,1,1,16,0,32,OTHERS,89.1,53.46,36
6,1,1,16,0,13,OTHERS,69.3,41.58,41
6,1,1,16,0,22,4,89.1,53.46,36
6,1,1,16,0,3,79,9.9,5.94,30
6,1,1,16,0,22,OTHERS,29.7,17.82,41
